uuid,Title,Author,Year of publication
dd18c3f6-423c-37f3-660d-3caeda1db04a,[Cyrillic: The Egyptian arch-gnosis and its call in the eternal present. Proclaimed and explained again from the Tabula Smaragdina and the Corpus Hermeticum of Hermes Trismegistus],"Leene, Jan",2003
eb740586-b179-11b1-f4aa-e2da2b8e11a2,[Cyrillic: The Egyptian arch-gnosis and its call in the eternal present. Proclaimed and explained again from the Tabula Smaragdina and the Corpus Hermeticum of Hermes Trismegistus],"Leene, Jan",2004
c7aa55e9-e1fd-b532-d37f-d75f54612ab6,[Cyrillic: The entheogenic occultism of Louis Alphons Caanier],,2022
fa2a3b41-f779-290c-83ee-20a76bc69eff,[Cyrillic: The faces of Proteus: A history of modern paganism as a religious identity],"Galtshin, Dmitrij",2020
576441b5-7b84-5c48-ea59-0371bbda10d8,[Cyrillic: The history of astrology from antiquity to the present day],"Saplin, Aleksandr",2020
ad9f4e45-cf48-c5b1-ca17-f35e41920566,[Cyrillic: The key to Solomon's magic],,2021
4620d1b7-eb21-b159-a0fd-a15902f0de8e,[Cyrillic: The kingdom of God],"Tauler, Johannes",2000
27084a99-d7d3-8252-d9be-88c8ac4afc28,"[Cyrillic: The Life of Philippus Theophrastus, Bombast of Hohenheim, known by the name of Paracelsus and the substance of his teachings concerning cosmology, anthropology, pneumatology, magic and sorcery medicine, alchemy and astrology, philosophy and theosophy]","Hartmann, Franz",1997
1ced04c6-d15d-4659-be99-4c94bbe48530,[Cyrillic: The personal diary of Doctor John Dee],"Dee, John",2020
24249cd3-8bef-481e-a780-e951cf74e071,"[Cyrillic: The phenomenon of alchemy in the history of science, philosophy, culture]",,2022
8cc427c0-5ba7-ea94-94ed-35f2452f2f45,[Cyrillic: The secret history of HermesTrismegistus. Hermeticism from antiquity to the present day],"Ebeling, Florian",2020
791896a7-a6ac-a505-27e5-634ec2aa707d,[Cyrillic: The twelve holy nights and the spiritual hierarchies],"Prokofjev, Sergej O",1993
a3416b8b-6991-a387-91eb-afb8b8a9d165,[Cyrillic: The universal gnosis],"Stok-Huizer, Hennie|Leene, Jan",1994
6637e5f7-2edb-ced8-59a9-e7ab70412c36,[Cyrillic: The white Dominican],"Meyrink, Gustav",1992
b8fdb393-9fab-5022-02c0-57b2d7ed194b,[Cyrillic: The whole body of the philosophers of magic: the complete body of magical philosophy],"Kremmerz, Giuliano",2023
2f4131fd-eb69-90cf-f301-6a687cd14827,"[Cyrillic: The] triumph of word and deed. Nikolay Novikov, publisher: return from oblivion

","Nefelov, Alekasandr Viktorovich",2015
07e32e10-88c4-7f86-e95d-530c17e87a7a,[Cyrillic: Three English treatises on alchemy],"Price, James|Boyle, Robert|Wall, Martin",2020
d026b812-b9dc-85ae-323a-894fb0c2e6b5,"[Cyrillic: Three French treaties on alchemy: Papyrus, the philosoper's stone: irrefutable proof of its existence. Alchemical initiation: thirteen unpublished letters on the practice of the great work. Alchemical proof of the unity of matter and its evolution]","Poisson, A.|Delobel, E.",2021
6ae62600-586a-4610-79ee-792601d851f1,[Cyrillic: Twenty centuries of alchemy: from pseudo-Democritus to Modern Times,"Rodichenkov, Yuri",2019
3583fd02-470f-4485-2e6c-ee5e22adeb4b,[Cyrillic:] Aurora,"Boehme, Jacob",1990
7145bda3-4630-7de9-36ee-0aeeeaf99220,[Cyrillic:] Cherubinischer Wandersmann,"Scheffler, Johannes",2002
389d1b7f-bfd3-a481-43ca-2dd9a4ae82e9,[Cyrillic:] Ctiri knigi o istinnum christijanstve [=Four books of true christianity],"Arndt, Johann",1735
bec69282-8263-cbe4-80fd-0786e2827cc6,[Cyrillic:] Of the ancient mysteries,"[Starck, Johann August von]",1785
19952981-49b2-8a7b-48bd-051645ab0ba9,[Cyrillic:The Gospel fo Thomas. The hidden Sayings of Jesus],,2000
ac43228b-65fc-a6f3-179b-d902b3d48d8e,[Cyrillic] 175 years On the occasion of H.P. Blavatsky's anniversary. Materials from the international sociological conference,,2006
ba19556a-42e0-a093-ac67-da55a9ea8e3e,[Cyrillic] Memoires. Diary. Genealogy of the Arseniev family,"Arseniev, V.S",2005
6dafe692-a5da-7824-76bc-0ab31a94f797,[Cyrillisch:] Brieven aan een vriend en testament aan een zoon over de Orde van het Hl.K. (= Heilig Kruis),"[Starck, Johann August von]",1816
3538a270-83f9-a6e2-771d-623db1801542,[Cyrillisch:] De leer der getallen,"Eckartshausen, Karl von",1815
54868321-0814-07bb-eb39-2bc02273eeb7,[Cyrillisch:] Het mysterie van het kruis van Jezus Christus,[Douzetemps],1814
05a218e1-a3de-ea98-bb78-3ad44023b647,[Cyrillisch:] Invloed van de echte Vrijmetselarij,"[Schleiss von Löwenfeld, Bernhard Joseph]",1816
c31b23b0-00fa-6ad4-a4ff-53a8be02d2db,[Cyrillisch:] Otryvki iz sochineny,"Eckartshausen, Karl von",1803
af18fee6-dfc0-c82d-d306-36bd0772524d,[Cyrillisch:] Overeenkomst tussen de beide grote Vrijmetselaarslogen van het St. Petersburgse Orient,,1817
3c886815-9af4-c603-2311-eab567e28dac,[Cyrillisch:] Report of the Warsaw investigating committee,anonymous,1827
2654e795-881f-a806-4a71-752310889d79,[Cyrillisch:] Russia and Gnosis,,1998
788b1dbd-a7c4-4b93-d368-4347c9facc29,[Cyrillisch:] Sommige kentekenen van de innerlijke kerk,"[Lopukhin, Iwan Vladimirovitch]",1801
e2308043-21a7-31af-6f3b-5a5222f4c849,[Cyrillisch:] Uitstorting van het hart,"[Lopukhin, Iwan Vladimirovitch]",1794
1df4da9e-619b-0452-5f2e-7da72b4d9109,[Cyrillisch]: Crata repoa of inleiding in de oude geheime gemeenschap van de Egytische priesters,"[Köppen, Karl Friedrich]",1779
ed752162-c2ac-cab3-530b-6f032dea9a74,[Czech:] Alhemijsko vencanje Kristijana Rozenkrojca,"Andreae, Johann Valentin",2002
f37c21de-33c2-5d17-3234-fd9ee353d484,[Czech:] Listy o královském umení,"Krebs, Johann Baptist",1991
438bf7a8-8c77-f817-c03d-31530022fff7,[Czech:] Pojednání o bílé magii. Cili cesta ucedníka,"Bailey, Alice A",1996
53864283-9199-2d67-c505-a572f56e68ae,[Das Evangeliar Heinrich des Loewen],,1988
b4b044fa-02d3-0d22-f58f-a14be15dafc2,[De imitatio Christi] De contemptu omnium vanitatum mundi,[Thomas a Kempis],1501
d9187507-2c09-4550-c9dc-3216e3870349,[De imitatione Christi] De immitatione Christi. Et de contemptu mundi,"Thomas a Kempis|Gerson, Johannes",1516
a4cd04d8-eefc-eca4-84be-c1d7d3c5636d,[De praestigiis der erste Theil],"[Wier, Johann]",1566
22fa2fb5-857a-b13c-cd5e-c78e5364066c,[Dialogorum libri quattuor]. Das Buech der zwayer red mit ainander,Gregorius I (Magnus),1476
1d97dcac-75b0-0ce3-1fad-beac50866313,[Enchiridion] La philosophie naturelle restituee,"Espagnet, Jean d'",1972
aa25d58c-cf71-0832-4b08-44ed2b4544d3,"[Ethiopic] The book of Enoch the prophet: an apocryphal production, supposed for ages to have been lost; but discovered at the close of the last century in Abyssinia; now first translated from an Ethiopic ms. in the Bodleian Library",,1838
b1616ae3-48f6-6523-9bc7-38d870e02815,[Golem; Walpurgisnacht],"Meyrink, Gustav",1990
5898627d-37de-f554-1602-8e4f85a1e50d,[Greek Enchiridion],Hephaestion,1553
cb2d9e79-0eba-3f42-cac5-757c3cca865c,[Greek Symphonia. Novi Testamenti concordantiae graecae. [Door Xystus Betuleius],,1546
ab9e57ec-5bef-857a-3029-293ccfa6f24b,"[Greek: Alkibiades I, e peri physeos anthropou] Alcibiades I. vel de natura hominis",Plato,1551
ec8895b8-8901-8eac-92ea-a471a3d37139,[Greek: Anakrisis] Apokalypsios Joannis apostoli,"Vitringa, Campegius",1719
502dd6a1-7efd-436e-cbb9-27cb9baeaa1b,[Greek: Anakrisis] Apokalypsios Joannis apostoli,"Vitringa, Campegius",1721
f3a73838-d4b9-d23f-ea72-be1c594288bd,[Greek: Antikrisis] ad responsum Florentini de Valentia: das ist: Kurtze Duplic unnd Defension,"[Grick, Friedrich]",1618
77c7033f-5faf-6eaf-89ed-d5dddfe2102d,[Greek: Antipsychopannychia] or a confutation of the sleep of the soul after death,"More, Henry",1642
7bf88216-1cb2-b54f-ef5a-12b881e2ff36,"[Greek: Apolinariou meta phrasis] Interpretatio Psalmorum, versibus Heroicis",Apollinarius,1552
af2474d3-db5b-2620-c45b-7b79ffd32a82,[Greek: Apologia peri christianon] Apologia pro Christianis,Athenagoras,1684
dc15f2b0-6199-0418-bca7-c05966ddf4cb,[Greek: Asteia] Facetiae,Hierocles,1605
bba5a7c6-17b2-470f-7bb3-1f286f44fb2b,[Greek: Bioi philosophon kai sophiston] De vitis philosophorum et sophistarum,Eunapius,1596
b060342e-43f7-10f4-efa5-268aae775c8a,[Greek: cheiradodia] facilis et compendiosa ad doctrinam accentuum Ebraicorum,"Pfeiffer, August",1666
f00e32fc-505f-1846-40d4-56e645574801,[Greek: Chrysa epè] Aurea carmina,Pythagoras,1555
64315c05-6e8e-e0c2-4652-7efb71d15f45,"[Greek: eis ta tu Moseos kosmopoietika, historika, nomothetika. Tu autu monobibla] In libros Mosis. De mundi opificio, historicos, de legibus",Philo,1552
db131a04-ccc8-c2e0-dcbb-3e4b247e10af,[Greek: Ekdosis tes orthodoxou pisteos]. Editio orthodoxae fidei,Johannes Damascenus,1531
6c058703-4cc6-53a5-6262-e7299cc5df63,[Greek: Eklogai apophthegmaton] Collectiones sententiarum,"Stobaeus, Johannes",1536
d44ac3e3-77af-370f-8e5f-75e3e1b9e258,[Greek: Encyclopaedia] sive artificiosa ratio et via circularis ad artem magnam .... Raimundi Lullii,"Morestel, Pierre",1646
10f04660-45bd-0ce8-3c8f-b62f1ae5d106,[Greek: Eukleria] oder Erwahlung des besten Theils,"Schurman, Anna Maria van",1783
efdd698a-e984-9c23-6399-224deff9db3f,[Greek: Eukleria] seu melior partis electio. Pars secunda,"Schurman, Anna Maria van",1685
58dffaab-9e2e-d570-2788-c5084641b73e,"[Greek: Eukleria], seu melioris partis electio","Schurman, Anna Maria van",1673
bf6dbb6d-ed9a-86bc-bbe1-60b72b6e024d,[Greek: Euriskomena],Clemens Alexandrinus,1550
335c7328-fae0-4911-1f7b-84b11f898bed,[Greek: Gnomologia ellenikolatine] Gnomologia graecolatina,"Stobaeus, Johannes",1557
b98b9488-738b-ae65-c595-e4058436bdba,[Greek: Gnomologia],,1553
1936f76d-efed-2a89-653d-bfc50234b8ac,[Greek: Gnothi seauton]. Nosce teipsum. Erkenne dich selbst,"Weigel, Valentin",1615
8ae6dcb7-cd5d-de95-389f-826634b2e562,[Greek: Gnothi seauton]. Nosce teipsum. Erkenne dich selbst,"Weigel, Valentin",1618
a8cf19b5-e278-47f3-db78-bcedae9dd88e,[Greek: Hermeneia eis ta tessara evangelia],Theophylactus of Ochrid,1542
07893b25-e78b-1ff8-00d6-8eb0939bb2e7,[Greek: Het nycthemeron van Apollonius van Tyana,"Leene, Jan",2015
012cb3d0-c128-0f63-df44-581cd467dd89,[Greek: Ho tou Kebetos pinax],Cebes,1757
a292be9f-6e1b-bf41-e316-d530d4cdd287,[Greek: Homoiosis Theo] Von der platonischen Angleichung an Gott zur Gott-ähnlichkeit bei Gregor von Nyssa,"Merki, Hubert",1952
134d11c7-ba4c-2cb0-aa22-510b0652125a,[Greek: Hypomnema eis ton Pythagoreion] Commentarius in aurea Pythagoreorum carmina,Hierocles,1583
2711b8f3-6c7d-83bc-dce4-b4b5248cc447,[Greek: Hypomnema eis ton Pythagoreion] Commentarius in aurea Pythagoreorum carmina,Hierocles,1654
73083e0f-a94f-092e-d53f-6e6b7ac04e4e,[Greek: Hypomnema eis ton Pythagoreion] Commentarius in aurea Pythagoreorum carmina,Hierocles,1673
8c0300a6-a06b-4bb6-5cda-4719c18a6021,[Greek: Ilias kai Odysseia] Ilias et Ulyssea,Homerus,1535
64138df1-1782-eb91-52d6-1bfcfc0be128,"[Greek: Kata haireseon oudoekonta ... Panarion Contra octoginta haereses opus eximium, Panaria",Epiphanius,1544
a0b1e090-cbb2-8011-33f9-f6a3b3d631fc,[Greek: Katechesis tes christianikes pisteos] Catechesis religionis christianae,,1614
7855b57d-20a0-7c42-60a9-509c6ecac056,"[Greek: Katholikon] medicorum [Greek: katoptron] ... sive tomi primi, tractatus secundi, sectio secunda","Fludd, Robert",1631
83df7d61-194d-0ace-1a19-28ef9b10f361,"[Greek: Kerkuraia mastix] Satyra. Dat is, 't costelick mal","Huygens, Constantijn",1623
a0355435-93a2-3dab-e952-e96ef53284b6,"[Greek: Logike Latreia], dat is redelyke godtsdienst","Brakel, Wilhelmus a",1720
bec412a8-073c-814d-bf10-e38fa9a973e4,"[Greek: Logike Latreia], dat is redelyke godtsdienst","Brakel, Wilhelmus a",1739
361bfe54-6cd9-e822-d013-13a854048bec,[Greek: Logoi ma] Sermones sive Disputationes XLI,Maximus Tyrius,1557
aa3e0fc5-53e6-716e-dd0e-5bc580a697ed,[Greek: Logos Theos]. Untersuchungen zur Logos-Christologie des Titus Flavius Clemens von Alexandrien. Eine dogmengeschichtliche Studie,"Pade, P.B.",1939
44db50d7-00ab-c631-7a6c-539d96874018,[Greek: Magika logia]. Oracula,Zoroaster,1595
aa055741-1134-0eed-a034-5a37d25c6269,[Greek: Magikon] oder das geheime System,"[Kleuker, Johann Friedrich]",1784
8851ca61-7368-d879-e7c6-4c759f6cc7de,[Greek: Megale chymia] Vel magna alchymia. Das ist ein Lehr und Unterweisung von den offenbaren und verborgenlichen Naturen,"Thurneisser zum Thurn, Leonhard",1583
50b60276-71dd-1004-c724-165c6812aca2,[Greek: Mikrokosmos]. Parvus mundus,"[Haecht Goidsenhoven, Laurens van]",1579
1a40462f-a20a-a007-2e47-22b71f51634f,[Greek: Mikropresbytikon]. Veterum quorundam brevium theologorum,anonymous,1550
4560e22b-ecf9-0e6c-a14b-5596d3303eeb,[Greek: Misopogon kai epistolai] Misopogon et epistolae,Julianus Apostata,1566
e27c8582-a6eb-e061-c009-7d8d5f814ae3,"[Greek: Mysterion apokatastaseos artes panton], das ist: das Geheimniss der Wiederbringung aller Dinge","[Petersen, Johann Wilhelm]",1701
fe66026a-569f-5218-4b5c-7959c4033208,[Greek: Odeion] Horatio parodiacum,"Mundius, Georgius a Rodach",1622
aa1f4c08-9df5-2ccd-9be7-35fac15fc559,[Greek: Omilia],Johannes Chrysostomus,1619
08c40efc-209c-e0df-5067-eeea5f6eb5df,"[Greek: Ophthalmia] sive disquisitio hermetico-galenica de natura oculorum [...] Augentrost, darinn von Natur, sichtbaren Bildnissen, Kranckheiten vnd Artzeneyen der Augen trewlich vnd fleissig gehandelt wird","Schalling, Jacob",1615
9007596d-902c-4d2f-6e1d-c5b488127a72,[Greek: Origenes kata Kelsou] Contra Celsum,Origenes,1677
15fa7779-1300-96cb-5908-d1630a9573b2,"[Greek: Origenous Philokalia] Philokalia, de obscuris Sacrae Scripturae locis",Origenes,1676
b8a8a319-990b-bd3c-034a-a6a883733828,[Greek: Orpheos argonaitika ymnoi kai peri lithon] Argonautica hymni et de lapidibus,Orpheus,1689
cc63911d-8120-cff6-f39a-14e66ff377ea,[Greek: Panoplia dogmatike],"Euthymius, Zigabenus",1710
b9e00ebe-312a-0a8f-116b-97a917ab9cd3,[Greek: Peri apoches empsychon biblia tessara] De abstinentia ab esu animalium,Porphyrius,1767
15862bc4-d004-306e-4074-3e52baac41e6,"[Greek: Peri Basileus etc.] De regno ad Arcadium imperatorem. Dion sive de suae vitae ratione. Calvitii laudatio. De providentia, seu Aegyptius. Concio quaedam panegyrica. De insomniis, cum Nicephori Gregorae explicatione. Eiusdem Synesii epistolae",Synesius of Cyrene,1553
84e16216-2701-8697-1089-60e80de6e6dc,"[Greek: Peri Bion, Dogmaton kai apophthegmaton ton en philosophia eudokimesanton: biblia deka] De vitis, decretis & responsis celebrium philosophorum libri decem",Diogenes Laertius,1533
9c524317-8fdd-7bad-eb08-cb79d1c564c3,[Greek: Peri energeias daimonon dialogos] De operatione daemonum dialogus,"Psellus, Michael",1615
873c142e-aff2-97d5-f382-3aff571e60d5,[Greek: Peri energeias daimonon dialogos] De operatione daemonum dialogus,"Psellus, Michael",1688
b348af5f-9790-2355-fd88-f3331cc36e78,"[Greek: Peri genealogias] deorum, libri quindecim","Boccaccio, Giovanni",1532
bd6412cb-6949-b6fa-f7ef-f4ee6d9c4d6b,[Greek: Peri Isidos kai Osiridos] De Iside et Osiride liber,Plutarchus,1744
850ee69b-9cab-2147-9e03-0d7feb56ebcc,[Greek: Peri mysterion logos] De mysteriis liber.  Epistola,Jamblichus|Porphyrius,1678
b48f209a-be78-e7fe-1f3d-34e457d4146a,[Greek: Peri ton areskonton tois philosophois] De placitis philosophorum,Plutarchus,1750
9ba99659-b800-c436-8bd5-2c64f96f16c8,[Greek: Peri tou en Odysseia ton nymphon antrou] De antro nympharum,Porphyrius,1765
cca28839-c5a2-8771-b8b4-336c3ff3f553,[Greek: Phaenomena et Diosemeia],Aratus,1559
fc183a70-56f0-bfaa-a78e-0c354173e02b,[Greek: Poiesis philosophos] Poesis philosophica,,1573
675afa54-6969-f39d-1f28-daef0ef0b5ed,"[Greek: Poimandres. Asklepiou oroi pros Ammona Basilea] Poemander, seu de potestate et sapientia divina. Aesculapii Definitiones",Hermes Trismegistus,1554
352764b4-e18d-b684-bca8-31cc60eb9d98,[Greek: Porphyriou philosophou Pythagorou bios] De vita Pythagorae,Porphyrius,1630
94a526e1-59d2-cad6-cf74-a98ab839befa,[Greek: Psychodia] Platonica: or a platonicall song of the soul,"More, Henry",1642
01f7b402-6f87-d31e-4354-630c5a357b0f,[Greek: Sibylliakoi chresmoi] Hoc est Sibyllina oracula,,1599
ae07d623-09fa-f821-5811-e49cdf55e911,[Greek: Sibylliakoi chresmoi] hoc est Sibyllina oracula,,1689
264ae828-a66e-22ad-a895-a72ab8cb2b01,[Greek: Sibylliakon chresmon logoi okto] Sibyllinorum oraculorum libri VIII,,1555
4ac852b8-6ccf-dd2f-2265-93243d78ef98,[Greek: Sozomena] Fragmenta,Pythagoras,1603
33cc0c12-f324-b6b6-cccb-d27521949c38,[Greek: Sphaira] Sphaera,Proclus,1579
cf5e6c94-26c7-37c6-6014-7f178d594b34,"[Greek: Ta chrysa kaloumena] ... id est Pythagorae carmina auream. In quo continentur Pythagorae Carmina aurea, Phocylidae Poema admonitorium Theognidis ...",Pythagoras|Phocylides|Theognides,1559
2d5a3857-0fe5-5e9d-50ab-ce3f60f1f4d8,[Greek: Ta ton palaiotaton poieton gnomika poiemata sozomena] Vetustissimorum poetarum opera sententiosa,,1564
f37af8c4-f793-7500-9597-5439e1d2f493,[Greek: Tes kaines diathekes apanta]. Novum Testamentum graece,,1865
3ace7f18-de55-5fd0-c373-4e6467e45b27,[Greek: Triboetetos e trisereistos] Trimembris chirurgia,"Severinus, Marcus Aurelius",1653
3e33cd2a-f4fc-b1d0-394c-b511c6b8a249,[Greek:] Analytikos Katalogos tou ekdoseon eikonographemenos,"Grabigger, Petros",1979
55013c14-1596-0571-164e-d38ad37810fd,[Greek:] De Herone et Leandro. Argonautica. Hymni. De lapidibus,Musaeus|Orpheus,1517
fc15c6a0-341d-c959-9c03-670c9d523e6b,[Greek:] Eisagoge. Ad legenda et intelligenda rabbinorum commentaria,"Génebrard, Gilbert",1563
a5ebb79b-1d48-dadc-55ac-33cd7cfed312,[Greek:] Magika logia ton apo tou Zoroastrou magon,Zoroaster,1538
5afa8c3f-b8c5-a2f8-71bd-810c6f9802cb,[Greek:] Mystiko-theosophikoi dialogoi & logoi,Hermes Trismegistus,1982
443c0652-66b2-174e-ab65-9b7b8a9092a9,[Greek:] O smaragdinos pinax,Hermes Trismegistus,1983
ffb6686d-7e9f-c6cb-12f2-35552543fd69,[Greek:] Peri toon en Peloponnesoo pragmatoon,"Plethon, Georgios Gemistos",1575
89b27791-67fc-47da-f680-34609e44a351,[Greek:The transcendent God of Eugnostos. An Exegetical Contribution to the Study of the Gnostic Texts of Nag Hammadi. With a Retroversion of the Lost Original Greek Text of Eugnostos the Blessed].,"Trakatellis, Demetrios",1977
b7d1c5c1-e96c-b5cf-4380-30d2b5e6d05c,[Greek] Ad physiologum. In die festo palmarum sermo,Epiphanius,1588
948e005f-5bf9-c13c-98b1-5e6969d04f59,[Greek] Ad Platonis dogmata introductio,Alcinous,1532
ec69c237-0662-3c70-1066-2062cd7f31b3,"[Greek] Apologia pro Christianis, ad imperatores Antoninum & Commodum",Athenagoras,1557
9bafea29-fec7-7adc-08b8-bf49d8722865,[Greek] Argonauticon libri IIII,Apollonius Rhodius,1574
96eb2d26-3cbc-354a-d4c9-babb2477397d,[Greek] De abstinentia ab animalibus necandis,Porphyrius,1655
d460b48d-aa40-e211-6e12-9df79de7a5c4,[Greek] De invidia homilia xvii,Johannes Chrysostomus,1626
1cd06c7f-2902-c286-7520-2698b655bf81,[Greek] De magnitudinibus et distantiis solis et lunae,Aristarchus,1688
08c6cb18-c340-97af-c9e6-30d02e7b5d40,[Greek] De non necandis ad epulandum animantibus libri 4,Porphyrius,1548
fde274eb-91a6-00a7-2d30-e3ffeae9b543,[Greek] De sacris notis et sculpturis,Horapollo,1551
416a7258-fa73-a4c4-2935-c346ac40e1c6,[Greek] De sancto martyre Romano Oratio II,Johannes Chrysostomus,1624
1c3ac15f-f945-0bf7-8990-bdfe4e2b3946,[Greek] De vita Pythagorae,Jamblichus,1598
5bfbcd2e-0d53-2da5-616a-8e1d06e911b0,[Greek] De vita Pythagorica. De vita Pythagorae,Jamblichus|Porphyrius|anonymous,1707
f5e46ad5-f4db-394f-e68c-c2de7006f975,[Greek] Der Königsweg zu Wiedergeburt und Vergottung bei Philon von Alexandreia,"Pascher, Joseph",1931
48a9caac-df2c-6123-19f0-8a780fe65dd9,[Greek] Dissertationum philologicarum,"Besold, Christoph",1620
6aff9847-dfc9-af08-139c-48021a960a9e,[Greek] Ecclesiasticae historiae,Eusebius Caesariensis,1544
b97b9f7b-8ea4-7283-26d5-bb03be1c677d,[Greek] Evangelicae demonstrationis,Eusebius Caesariensis,1545
bfb945c0-6b8d-e3ea-8017-1b7c536784e4,[Greek] Evangelicae praeparationis,Eusebius Caesariensis,1544
6ef49e87-fe3c-1894-4d37-8d92f430e264,[Greek] Facetiae,Hierocles,1654
6f59b95a-2196-0308-5645-3a46d3366882,[Greek] Fragmentum secundi libri mathematicae collectionis,Pappus Alexandrinus,1688
11ee8e2b-0ba0-0537-371b-6afe3d4daecf,[Greek] Fragmentum secundi libri mathematicaes,Pappus,1688
a816ea9e-af79-9d76-28aa-3582c4658102,[Greek] Gemma magica oder magisches Edelgestein,"Franckenberg, Abraham von",1688
046f0cda-94e7-f7b2-0b9e-1ecf0f4585ec,[Greek] Georgiou Gemistou Plethonos. Peri areton. Georges Gémiste Pléthon. Traité des vertus,"Plethon, Georgios Gemistos",1987
c219cfd5-eff5-73da-c3d0-e756c2b2e222,[Greek] Griechischer Geist aus Basler Pressen,anonymous,1992
9a604af0-ce0f-e38d-8b62-8178d437d0dd,[Greek] hoc est Redintegratio an die Fraternitet vom RosenCreutze,anonymous,1619
1335689c-719a-cffe-88ed-3d7a3c33af09,[Greek] Homilia,Johannes Chrysostomus,1612
a8be8e33-b3af-d96d-eb27-bf3f8503c79f,[Greek] Homiliae,Macarius,1714
c1483cf3-3c8c-479e-de0a-a5765b012e98,[Greek] Homiliae quinquaginta,Macarius,1559
599e07e4-4239-0ad5-9fac-aa253b46bd64,[Greek] In Aristotelis de interpretatione librum commentarius,Ammonius Hermeas,1546
85168a92-cca1-06af-8af6-4797bed1bbe6,[Greek] In praedicamenta Aristotelis commentarius,Ammonius Hermeas,1546
